itm_no_item|ITEM INVÁLIDO
itm_sledgehammer_pl|Martelo de Ferraria
itm_warhammer|Martelo de Guerra
itm_warhammer_pl|Martelo de Guerra
itm_pickaxe|Picareta
itm_pickaxe_pl|Picareta
itm_spiked_club|Clube Farpado
itm_spiked_club_pl|Clube Farpado
itm_fighting_pick|Picareta de Combate
itm_fighting_pick_pl|Picareta de Combate
itm_military_pick|Picareta Militar
itm_military_pick_pl|Picareta Militar
itm_morningstar|Estrela da Manhã
itm_morningstar_pl|Estrela da Manhã
itm_am_hammer|Artefato Martelo de Magnus
itm_am_hammer_pl|Artefato Martelo de Magnus
itm_maces_end|maças Fim
itm_maces_end_pl|maças Fim
itm_armor_10|Armadura Agônica
itm_armor_10_pl|Armadura Agônica
itm_armor_11|Armadura Agônica 
itm_armor_11_pl|Armadura Agônica 
itm_armor_13|Armadura Agônica 
itm_armor_13_pl|Armadura Agônica 
itm_armor_14|Armadura Agônica 
itm_armor_14_pl|Armadura Agônica 
itm_armor_18|Armadura Khergita
itm_armor_18_pl|Armadura Khergita
itm_armor_19|Armadura Khergita
itm_armor_19_pl|Armadura Khergita
itm_armor_35|Armadura Khergita
itm_armor_35_pl|Armadura Khergita
itm_armor_22|Armadura Vaegir
itm_armor_22_pl|Armadura Vaegir
itm_armor_23|Armadura Vaegir
itm_armor_23_pl|Armadura Vaegir
itm_armor_24|Armadura Vaegir
itm_armor_24_pl|Armadura Vaegir
itm_armor_25|Armadura Vaegir
itm_armor_25_pl|Armadura Vaegir
itm_armor_29|Armadura de Cavaleiro
itm_armor_29_pl|Armadura de Cavaleiro
itm_armor_30|Armadura de Cavaleiro
itm_armor_30_pl|Armadura de Cavaleiro
itm_armor_34|Armadura de Cavaleiro
itm_armor_34_pl|Armadura de Cavaleiro
itm_armor_48|Armadura Nórdica
itm_armor_48_pl|Armadura Nórdica
itm_calrad_legionary|Armadura de Centurião
itm_calrad_legionary_pl|Armadura de Centurião
itm_calrad_legionary_b|Armadura de Legionário
itm_calrad_legionary_b_pl|Armadura de Legionário
itm_calrad_legionary_d|Armadura de Legionário
itm_calrad_legionary_d_pl|Armadura de Legionário
itm_calrad_officer|Armadura de Oficial Calrádico
itm_calrad_officer_pl|Armadura de Oficial Calrádico
itm_calrad_officer_b|Armadura de Oficial Calrádico
itm_calrad_officer_b_pl|Armadura de Oficial Calrádico
itm_armor_50|Malha com Tabardo
itm_armor_50_pl|Malha com Tabardo
itm_armor_51|Malha com Tabardo
itm_armor_51_pl|Malha com Tabardo
itm_armor_52|Malha com Tabardo
itm_armor_52_pl|Malha com Tabardo
itm_armor_53|Malha com Tabardo
itm_armor_53_pl|Malha com Tabardo
itm_armor_54|Malha com Tabardo
itm_armor_54_pl|Malha com Tabardo
itm_armor_55|Malha com Tabardo
itm_armor_55_pl|Malha com Tabardo
itm_armor_60|Malha Heráldica com sobretudo
itm_armor_60_pl|Malha Heráldica com sobretudo
itm_armor_61|Malha Heráldica com sobretudo
itm_armor_61_pl|Malha Heráldica com sobretudo
itm_armor_62|Malha Heráldica com sobretudo
itm_armor_62_pl|Malha Heráldica com sobretudo
itm_armor_63|Malha Heráldica com sobretudo
itm_armor_63_pl|Malha Heráldica com sobretudo
itm_armor_64|Malha Heráldica com sobretudo
itm_armor_64_pl|Malha Heráldica com sobretudo
itm_armor_65|Malha Heráldica com sobretudo
itm_armor_65_pl|Malha Heráldica com sobretudo
itm_armor_66|Malha Heráldica com sobretudo
itm_armor_66_pl|Malha Heráldica com sobretudo
itm_armor_67|Malha Heráldica com sobretudo
itm_armor_67_pl|Malha Heráldica com sobretudo
itm_armor_68|Malha Heráldica com sobretudo
itm_armor_68_pl|Malha Heráldica com sobretudo
itm_armor_69|Malha Heráldica com sobretudo
itm_armor_69_pl|Malha Heráldica com sobretudo
itm_armor_79|Armaura Heráldica
itm_armor_79_pl|Armaura Heráldica
itm_armor_80|Armaura Heráldica
itm_armor_80_pl|Armaura Heráldica
itm_armor_81|Armaura Heráldica
itm_armor_81_pl|Armaura Heráldica
itm_armor_82|Armaura Heráldica
itm_armor_82_pl|Armaura Heráldica
itm_havrincourt_armor|Armadura Havrincourt
itm_havrincourt_armor_pl|Armadura Havrincourt
itm_surcoat_over_mail_e2|sobretudo sobre Malha
itm_surcoat_over_mail_e2_pl|sobretudo sobre Malha
itm_surcoat_over_mail_e1|sobretudo sobre Malha
itm_surcoat_over_mail_e1_pl|sobretudo sobre Malha
itm_brigandine_e1_c|Brigantina
itm_brigandine_e1_c_pl|Brigantina
itm_brigandine_e2|Brigantina
itm_brigandine_e2_pl|Brigantina
itm_brigandine_f1|Brigantina
itm_brigandine_f1_pl|Brigantina
itm_brigandine_sl|Brigantina
itm_brigandine_sl_pl|Brigantina
itm_brigandine_f2|Brigantina
itm_brigandine_f2_pl|Brigantina
itm_mail_shirt_green|Lorigão
itm_mail_shirt_green_pl|Lorigão
itm_mail_shirt_brown|Lorigão
itm_mail_shirt_brown_pl|Lorigão
itm_mail_shirt_yellow|Lorigão
itm_mail_shirt_yellow_pl|Lorigão
itm_mail_shirt_e1|Camisa de Malha
itm_mail_shirt_e1_pl|Camisa de Malha
itm_mail_shirt_e2|Camisa de Malha
itm_mail_shirt_e2_pl|Camisa de Malha
itm_mail_shirt_f1|Camisa de Malha
itm_mail_shirt_f1_pl|Camisa de Malha
itm_mail_shirt_f2|Camisa de Malha
itm_mail_shirt_f2_pl|Camisa de Malha
itm_haubergeon_e1|Hauberk
itm_haubergeon_e1_pl|Hauberk
itm_haubergeon_e2|Hauberk
itm_haubergeon_e2_pl|Hauberk
itm_haubergeon_f1|Hauberk
itm_haubergeon_f1_pl|Hauberk
itm_haubergeon_f2|Hauberk
itm_haubergeon_f2_pl|Hauberk
itm_armor_king_jerusalem|Trajes de Imperador
itm_armor_king_jerusalem_pl|Trajes de Imperador
itm_armor_infantry_jerusalem_a|Armadura de Infantaria Mithridiana
itm_armor_infantry_jerusalem_a_pl|Armadura de Infantaria Mithridiana
itm_armor_infantry_jerusalem_b|Armadura de Infantaria Cruzada
itm_armor_infantry_jerusalem_b_pl|Armadura de Infantaria Cruzada
itm_knight_armor_jerusalem_a|Armadura de Cavaleiro Mithridiano
itm_knight_armor_jerusalem_a_pl|Armadura de Cavaleiro Mithridiano
itm_knight_armor_jerusalem_a_cloak|Armadura de Cavaleiro Mithridiano
itm_knight_armor_jerusalem_a_cloak_pl|Armadura de Cavaleiro Mithridiano
itm_knight_armor_jerusalem_b|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_b_pl|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_b_cloak|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_b_cloak_pl|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_c|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_c_pl|Armadura de Cavaleiro Cruzado
itm_knight_armor_jerusalem_c_cloak|Armadura de Cavaleiro Cruzado com Capa
itm_knight_armor_jerusalem_c_cloak_pl|Armadura de Cavaleiro Cruzado com Capa
itm_knight_armor_jerusalem_d_cloak|Armadura de Cavaleiro Mithridiano com Capa
itm_knight_armor_jerusalem_d_cloak_pl|Armadura de Cavaleiro Mithridiano com Capa
itm_knight_armor_jerusalem_e_cloak|Armadura de Cavaleiro Cruzado com Capa
itm_knight_armor_jerusalem_e_cloak_pl|Armadura de Cavaleiro Cruzado com Capa
itm_knight_armor_jerusalem_f_cloak|Armadura de Cavaleiro Cruzado com Capa
itm_knight_armor_jerusalem_f_cloak_pl|Armadura de Cavaleiro Cruzado com Capa
itm_securiti_caravan_cloak_crusader|Armadura de Guarda Real Mithridiano
itm_securiti_caravan_cloak_crusader_pl|Armadura de Guarda Real Mithridiano
itm_securiti_caravan_crusader|Armadura de Guarda Real Mithridiano
itm_securiti_caravan_crusader_pl|Armadura de Guarda Real Mithridiano
itm_sergeant_jerusalem_armor|Armadura de Sargento Mithridiano
itm_sergeant_jerusalem_armor_pl|Armadura de Sargento Mithridiano
itm_armor_master_order_templar|Armadura de Mestre da Ordem Cruzada
itm_armor_master_order_templar_pl|Armadura de Mestre da Ordem Cruzada
itm_knight_armor_templar_a|Armadura de Cavaleiro Templário
itm_knight_armor_templar_a_pl|Armadura de Cavaleiro Templário
itm_knight_armor_templar_a_cloak|Armadura de Cavaleiro Templário com Capa
itm_knight_armor_templar_a_cloak_pl|Armadura de Cavaleiro Templário com Capa
itm_knight_armor_templar_b|Armadura de Cavaleiro Templário
itm_knight_armor_templar_b_pl|Armadura de Cavaleiro Templário
itm_knight_armor_templar_b_cloak|Armadura de Cavaleiro Templário com Capa
itm_knight_armor_templar_b_cloak_pl|Armadura de Cavaleiro Templário com Capa
itm_knight_armor_templar_f|Armadura de Cavaleiro Templário
itm_knight_armor_templar_f_pl|Armadura de Cavaleiro Templário
itm_knight_armor_templar_f_cloak|Armadura de Cavaleiro Templário com Capa
itm_knight_armor_templar_f_cloak_pl|Armadura de Cavaleiro Templário com Capa
itm_sergeant_templar_armor_a|Armadura de Sargento Templário
itm_sergeant_templar_armor_a_pl|Armadura de Sargento Templário
itm_sergeant_templar_armor_b|Armadura de Sargento Templário
itm_sergeant_templar_armor_b_pl|Armadura de Sargento Templário
itm_armor_infantry_tripoli_a|Armadura de Infantaria Templária
itm_armor_infantry_tripoli_a_pl|Armadura de Infantaria Templária
itm_knight_armor_tripolli_a|Armadura de Cavaleiro Templário
itm_knight_armor_tripolli_a_pl|Armadura de Cavaleiro Templário
itm_armor_sultan_saracens|Armadura de Sultão
itm_armor_sultan_saracens_pl|Armadura de Sultão
itm_ghulam_heavy_cavalryman_2|Armadura de Ghulam
itm_ghulam_heavy_cavalryman_2_pl|Armadura de Ghulam
itm_ghulam_heavy_cavalryman_3|Armadura de Ghulam
itm_ghulam_heavy_cavalryman_3_pl|Armadura de Ghulam
itm_armor_archer_saracin_1|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_1_pl|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_2|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_2_pl|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_3|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_3_pl|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_4|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_4_pl|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_5|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_5_pl|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_6|Trajes de Arqueiro Sarranide
itm_armor_archer_saracin_6_pl|Trajes de Arqueiro Sarranide
itm_heavy_armor_arabs_a|Armadura Sarranide
itm_heavy_armor_arabs_a_pl|Armadura Sarranide
itm_heavy_armor_arabs_b|Armadura Sarranide
itm_heavy_armor_arabs_b_pl|Armadura Sarranide
itm_heavy_armor_arabs_c|Armadura Sarranide
itm_heavy_armor_arabs_c_pl|Armadura Sarranide
itm_heavy_armor_arabs_c_1|Armadura Sarranide
itm_heavy_armor_arabs_c_1_pl|Armadura Sarranide
itm_heavy_armor_arabs_d|Armadura Sarranide
itm_heavy_armor_arabs_d_pl|Armadura Sarranide
itm_heavy_armor_arabs_e|Armadura Sarranide
itm_heavy_armor_arabs_e_pl|Armadura Sarranide
itm_heavy_armor_arabs_f|Armadura Sarranide
itm_heavy_armor_arabs_f_pl|Armadura Sarranide
itm_heavy_armor_arabs_f_1|Armadura Sarranide
itm_heavy_armor_arabs_f_1_pl|Armadura Sarranidee
itm_tyrk_armor_heavi_a|Armadura Tyrkant
itm_tyrk_armor_heavi_a_pl|Armadura Tyrkant
itm_tyrk_armor_heavi_b|Armadura Tyrkant
itm_tyrk_armor_heavi_b_pl|Armadura Tyrkant
itm_tyrk_armor_heavi_c|Armadura Tyrkant
itm_tyrk_armor_heavi_c_pl|Armadura Tyrkant 
itm_armor_medium_tyrk_a|Armadura Média Sarranide
itm_armor_medium_tyrk_a_pl|Armadura Média Sarranide
itm_armor_medium_tyrk_b|Armadura Média Sarranide
itm_armor_medium_tyrk_b_pl|Armadura Média Sarranide
itm_armor_medium_tyrk_c|Armadura Média Sarranide
itm_armor_medium_tyrk_c_pl|Armadura Média Sarranide
itm_armor_medium_tyrk_d|Armadura Média Sarranide
itm_armor_medium_tyrk_d_pl|Armadura Média Sarranide
itm_armor_medium_tyrk_e|Armadura Média Sarranide
itm_armor_medium_tyrk_e_pl|Armadura Média Sarranide
itm_armor_medium_tyrk_f|Armadura Média Sarranide
itm_armor_medium_tyrk_f_pl|Armadura Média Sarranide
itm_brigandine_green_mail|Brigantina com Malha
itm_brigandine_green_mail_pl|Brigantina com Malha
itm_brigandine_red_mail|Brigantina com Malha
itm_brigandine_red_mail_pl|Brigantina com Malha
itm_brigandine_blue_mail|Brigantina com Malha
itm_brigandine_blue_mail_pl|Brigantina com Malha
itm_rus_lamellar_a|Armadura Lamelar Khergita
itm_rus_lamellar_a_pl|Armadura Lamelar Khergita
itm_rus_lamellar_b|Armadura Lamelar Vaegir
itm_rus_lamellar_b_pl|Armadura Lamelar Vaegir
itm_rus_scale|Armadura de Cavaleiro Vaegir
itm_rus_scale_pl|Armadura de Cavaleiro Vaegir
itm_kuyak_a|Kuyak Vaegir
itm_kuyak_a_pl|Kuyak Vaegir
itm_kuyak_b|Kuyak Khergita
itm_kuyak_b_pl|Kuyak Khergita
itm_turguhn_lamellar|Armadura Lamelar Turguhn
itm_turguhn_lamellar_pl|Armadura Lamelar Turguhn
itm_brigandine_c|Brigantina
itm_brigandine_c_pl|Brigantina
itm_brigandine_d|Brigantina
itm_brigandine_d_pl|Brigantina
itm_brigandine_e|Brigantina
itm_brigandine_e_pl|Brigantina
itm_brigandine_f|Brigantina
itm_brigandine_f_pl|Brigantina
itm_brigandine_g|Brigantina
itm_brigandine_g_pl|Brigantina
itm_brigandine_h|Brigantina
itm_brigandine_h_pl|Brigantina
itm_armor_56|Armadura Heráldica
itm_armor_56_pl|Armadura Heráldica
itm_armor_57|Armadura Heráldica
itm_armor_57_pl|Armadura Heráldica
itm_armor_58|Armadura Heráldica
itm_armor_58_pl|Armadura Heráldica
itm_armor_59|Malha Heráldica
itm_armor_59_pl|Malha Heráldica
itm_royal_scale_armor|Armadura Real de Escamas
itm_royal_scale_armor_pl|Armadura Real de Escamas
itm_saladin|Grande Armadura
itm_saladin_pl|Grande Armadura
itm_plate_armor_a|Armadura de Placas
itm_plate_armor_a_pl|Armadura de Placas
itm_plate_armor_b|Armadura de Placas
itm_plate_armor_b_pl|Armadura de Placas
itm_armor_74|Armadura Churburg
itm_armor_74_pl|Armadura Churburg
itm_armor_75|Armadura Churburg
itm_armor_75_pl|Armadura Churburg
itm_armor_76|Armadura Churburg
itm_armor_76_pl|Armadura Churburg
itm_armor_77|Armadura Heráldica
itm_armor_77_pl|Armadura Heráldica
itm_armor_78|Armadura Heráldica
itm_armor_78_pl|Armadura Heráldica
itm_armor_84|Armadura Heráldica de Cavaleiro
itm_armor_84_pl|Armadura Heráldica de Cavaleiro
itm_armor_85|Armadura Heráldica de Rei
itm_armor_85_pl|Armadura Heráldica de Rei
itm_armor_86|Armadura Heráldica de Rei
itm_armor_86_pl|Armadura Heráldica de Rei
itm_bnw_armour_slashed|Meia Armadura
itm_bnw_armour_slashed_pl|MeiaArmadura
itm_bnw_armour_stripes|Meia Armadura
itm_bnw_armour_stripes_pl|Meia Armadura
itm_bnw_armour_black|Meia Armadura
itm_bnw_armour_black_pl|Meia Armadura
itm_gothic_armour|Meia Armadura Gótica
itm_gothic_armour_pl|Meia Armadura Gótica
itm_armor_geroia|Armadura Geroiana
itm_armor_geroia_pl|Armadura Geroiana
itm_armor_cuirass|Armadura
itm_armor_cuirass_pl|Armadura
itm_milanese_armour|Meia Armadura
itm_milanese_armour_pl|Meia Armadura
itm_corrazina_blue|Corrazina
itm_corrazina_blue_pl|Corrazina
itm_corrazina_red|Corrazina Vermelha
itm_corrazina_red_pl|Corrazina Vermelha
itm_corrazina_grey|Corrazina Cinza
itm_corrazina_grey_pl|Corrazina Cinza
itm_corrazina_green|Corrazina Verde
itm_corrazina_green_pl|Corrazina Verde
itm_early_transitional_e1|Armadura Heráldica
itm_early_transitional_e1_pl|Armadura Heráldica
itm_early_transitional_e2|Armadura Heráldica
itm_early_transitional_e2_pl|Armadura Heráldica
itm_early_transitional_e3|Armadura Heráldica
itm_early_transitional_e3_pl|Armadura Heráldica
itm_early_transitional_e4|Armadura Heráldica
itm_early_transitional_e4_pl|Armadura Heráldica
itm_early_transitional_e5|Armadura Heráldica
itm_early_transitional_e5_pl|Armadura Heráldica
itm_early_transitional_e6|Armadura Heráldica
itm_early_transitional_e6_pl|Armadura Heráldica
itm_early_transitional_e7|Armadura Heráldica
itm_early_transitional_e7_pl|Armadura Heráldica
itm_early_transitional_f5|Armadura Heráldica
itm_early_transitional_f5_pl|Armadura Heráldica
itm_early_transitional_f1|Armadura Heráldica
itm_early_transitional_f1_pl|Armadura Heráldica
itm_early_transitional_f2|Armadura Heráldica
itm_early_transitional_f2_pl|Armadura Heráldica
itm_early_transitional_f3|Armadura Heráldica
itm_early_transitional_f3_pl|Armadura Heráldica
itm_early_transitional_f4|Armadura Heráldica
itm_early_transitional_f4_pl|Armadura Heráldica
itm_early_transitional_hre|Armadura Heráldica
itm_early_transitional_hre_pl|Armadura Heráldica
itm_early_transitional_teu|Armadura Heráldica
itm_early_transitional_teu_pl|Armadura Heráldica
itm_early_transitional_green|Armadura Heráldica
itm_early_transitional_green_pl|Armadura Heráldica
itm_early_transitional_horse|Armadura Heráldica
itm_early_transitional_horse_pl|Armadura Heráldica
itm_early_transitional_boar|Armadura Heráldica
itm_early_transitional_boar_pl|Armadura Heráldica
itm_plate_harness_blue|Arnês de Placas
itm_plate_harness_blue_pl|Arnês de Placas
itm_plate_harness_bourg|Arnês de Placas
itm_plate_harness_bourg_pl|Arnês de Placas
itm_plate_harness_charles|Arnês de Placas
itm_plate_harness_charles_pl|Arnês de Placas
itm_plate_harness_red|Arnês de Placas
itm_plate_harness_red_pl|Arnês de Placas
itm_plate_harness_red_lyon|Arnês de Placas
itm_plate_harness_red_lyon_pl|Arnês de Placas
itm_plate_harness_black|Arnês Negro de Placas
itm_plate_harness_black_pl|Arnês Negro de Placas
itm_papal_guard|Arnês de Guarda Papal
itm_papal_guard_pl|Arnês de Guarda Papal
itm_papal_guard_b|Arnês de General Papal
itm_papal_guard_b_pl|Arnês de General Papal
itm_west_guardsman|Armadura Preta Estranha
itm_west_guardsman_pl|Armadura Preta Estranha
itm_cuir_bouilli|Cuir Bouilli
itm_cuir_bouilli_pl|Cuir Bouilli
itm_coat_of_plates|Cota de Placas
itm_coat_of_plates_pl|Cota de Placas
itm_coat_of_plates_red|Cota de Placas Bordô
itm_coat_of_plates_red_pl|Cota de Placas Bordô
itm_plate_armor|Armadura de Placas
itm_plate_armor_pl|Armadura de Placas
itm_black_armor|Armadura Preta
itm_black_armor_pl|Armadura Preta
itm_empire_high_armor|Traje Renascentista
itm_empire_high_armor_pl|Traje Renascentista
itm_empire_middle_armor|Traje Renascentista
itm_empire_middle_armor_pl|Traje Renascentista
itm_pistolier_armor_01|Traje Renascentista
itm_pistolier_armor_01_pl|Traje Renascentista
itm_pistolier_armor_02|Traje Renascentista
itm_pistolier_armor_02_pl|Traje Renascentista
itm_pistolier_armor_03|Traje Renascentista
itm_pistolier_armor_03_pl|Traje Renascentista
itm_pistolier_armor_04|Traje Renascentista
itm_pistolier_armor_04_pl|Traje Renascentista
itm_buffcoat_1|Casaco Soldadesco de Couro
itm_buffcoat_1_pl|Casaco Soldadesco de Couro
itm_pikeman_01|Casaco de Piqueiro de Couro
itm_pikeman_01_pl|Casaco de Piqueiro de Couro
itm_pikeman_03|Casaco de Piqueiro de Couro
itm_pikeman_03_pl|Casaco de Piqueiro de Couro
itm_pikeman_07|Casaco de Piqueiro de Couro
itm_pikeman_07_pl|Casaco de Piqueiro de Couro
itm_pikeman_09|Casaco de Piqueiro de Couro
itm_pikeman_09_pl|Casaco de Piqueiro de Couro
itm_pikeman_11|Casaco de Piqueiro de Couro
itm_pikeman_11_pl|Casaco de Piqueiro de Couro
itm_pikeman_13|Casaco de Piqueiro de Couro
itm_pikeman_13_pl|Casaco de Piqueiro de Couro
itm_halberdier_2|Casaco de Piqueiro de Couro
itm_halberdier_2_pl|Casaco de Piqueiro de Couro
itm_halberdier_4|Casaco de Alabardeiro de Couro
itm_halberdier_4_pl|Casaco de Alabardeiro de Couro
itm_halberdier_5|Casaco de Alabardeiro de Couro
itm_halberdier_5_pl|Casaco de Alabardeiro de Couro
itm_arquebusier_1|Casaco de Arcabuzeiro de Couro
itm_arquebusier_1_pl|Casaco de Arcabuzeiro de Couro
itm_arquebusier_2|Casaco de Arcabuzeiro de Couro
itm_arquebusier_2_pl|Casaco de Arcabuzeiro de Couro
itm_arquebusier_3|Casaco de Arcabuzeiro de Couro
itm_arquebusier_3_pl|Casaco de Arcabuzeiro de Couro
itm_arquebusier_4|Casaco de Arcabuzeiro de Couro
itm_arquebusier_4_pl|Casaco de Arcabuzeiro de Couro
itm_armour_end|fim das Armaduras
itm_armour_end_pl|fim das Armaduras
itm_andalusian_coif|Coifa Andaluza
itm_andalusian_coif_pl|Coifa Andaluza
itm_andalusian_helmet_a|Elmo Andaluziano
itm_andalusian_helmet_a_pl|Elmo Andaluziano
itm_andalusian_helmet_b|Elmo Andaluziano
itm_andalusian_helmet_b_pl|Elmo Andaluziano
itm_andalusian_helmet_c|Elmo Andaluziano
itm_andalusian_helmet_c_pl|Elmo Andaluziano
itm_andalusian_helmet_d|Elmo Andaluziano
itm_andalusian_helmet_d_pl|Elmo Andaluziano
itm_andalusian_helmet_e|Elmo Andaluziano
itm_andalusian_helmet_e_pl|Elmo Andaluziano
itm_andalusian_helmet_f|Elmo Andaluziano
itm_andalusian_helmet_f_pl|Elmo Andaluziano
itm_helmet_marksman_bb_01|Elmo
itm_helmet_marksman_bb_01_pl|Elmo
itm_helmet_marksman_b_01|Elmo
itm_helmet_marksman_b_01_pl|Elmo
itm_helmet_pistolier_a_01|Elmo
itm_helmet_pistolier_a_01_pl|Elmo
itm_helmet_pistolier_b_01|Elmo
itm_helmet_pistolier_b_01_pl|Elmo
itm_helmet_a5_01|Elmo Emplumado
itm_helmet_a5_01_pl|Elmo Emplumado
itm_helmet_a5_01_white|Elmo Emplumado
itm_helmet_a5_01_white_pl|Elmo Emplumado
itm_helmet_c6_01|Elmo
itm_helmet_c6_01_pl|Elmo
itm_helmet_c7_01|Elmo
itm_helmet_c7_01_pl|Elmo
itm_helmet_d1_01|Elmo
itm_helmet_d1_01_pl|Elmo
itm_helmet_d3_01|Elmo
itm_helmet_d3_01_pl|Elmo
itm_helmet_e3_01|Elmo
itm_helmet_e3_01_pl|Elmo
itm_helmet_e4_01|Elmo
itm_helmet_e4_01_pl|Elmo
itm_helmet_pistolier_c_01|Chapéu Emplumado
itm_helmet_pistolier_c_01_pl|Chapéu Emplumado
itm_helmet_pistolier_d_01|Chapéu Emplumado
itm_helmet_pistolier_d_01_pl|Chapéu Emplumado
itm_aragonese_helm|Elmo Aragon
itm_aragonese_helm_pl|Elmo Aragon
itm_castillan_helm|Elmo Castill
itm_castillan_helm_pl|Elmo Castill
itm_flat_helmet|Elmo Achatado
itm_flat_helmet_pl|Elmo Achatado
itm_fluted_helmet|Elmo Canelado
itm_fluted_helmet_pl|Elmo Canelado
itm_gilded_nasal_helmet|Capacete Nasal Dourado
itm_gilded_nasal_helmet_pl|Capacete Nasal Dourado
itm_gilded_phrygian_helmet|Capacete Frígio Dourado
itm_gilded_phrygian_helmet_pl|Capacete Frígio Dourado
itm_gilded_top_helmet|Capacete Superior Dourado
itm_gilded_top_helmet_pl|Capacete Superior Dourado
itm_helmet_cross|Elmo com Cruz
itm_helmet_cross_pl|Elmo com Cruz
itm_high_helmet|Alto Elmo
itm_high_helmet_pl|Alto Elmo
itm_iberian_helmet|Capacete Iberi
itm_iberian_helmet_pl|Capacete Iberi
itm_iberian_helmet_blue|Capacete Iberi Azul
itm_iberian_helmet_blue_pl|Capacete Iberi Azul
itm_iberian_helmet_red|Capacete Iberi Vermelho
itm_iberian_helmet_red_pl|Capacete Iberi Vermelho
itm_iberian_phrygian_helmet|Capacete Iberi Frígio
itm_iberian_phrygian_helmet_pl|Capacete Iberi Frígio
itm_full_mail_coif|Coifa de Cota de Malha
itm_full_mail_coif_pl|Coifa de Cota de Malha
itm_mamluk_helmet_2|Elmo Sarranide
itm_mamluk_helmet_2_pl|Elmo Sarranide
itm_mamluk_helmet|Elmo Sarranide
itm_mamluk_helmet_pl|Elmo Sarranide
itm_mediterranean_helmet|Elmo Mediterrâneo
itm_mediterranean_helmet_pl|Elmo Mediterrâneo
itm_moorish_helmet_a|Elmo Sarranide
itm_moorish_helmet_a_pl|Elmo Sarranide
itm_moorish_helmet_b|Elmo Sarranide
itm_moorish_helmet_b_pl|Elmo Sarranide
itm_moorish_helmet_c|Elmo Sarranide
itm_moorish_helmet_c_pl|Elmo Sarranide
itm_moorish_helmet_d|Elmo Sarranide
itm_moorish_helmet_d_pl|Elmo Sarranide
itm_nasal_helm|Elmo Nasal
itm_nasal_helm_pl|Elmo Nasal
itm_nasal_helmet_c|Elmo Nasal
itm_nasal_helmet_c_pl|Elmo Nasal
itm_nasal_leather_coif|Coifa de Couro Nasal
itm_nasal_leather_coif_pl|Coifa de Couro Nasal
itm_phrygian_helmet|Elmo Frígio
itm_phrygian_helmet_pl|Elmo Frígio
itm_red_phrygian_helmet|Elmo Frígio Vermelho
itm_red_phrygian_helmet_pl|Elmo Frígio Vermelho
itm_reinforced_nasal_helmet|Elmo Nasal Reforçado
itm_reinforced_nasal_helmet_pl|Elmo Nasal Reforçado
itm_saracen_helmet_a|Elmo Sarranide
itm_saracen_helmet_a_pl|Elmo Sarranide
itm_saracen_helmet_b|Elmo Sarranide
itm_saracen_helmet_b_pl|Elmo Sarranide
itm_saracen_helmet_c|Elmo Sarranide
itm_saracen_helmet_c_pl|Elmo Sarranide
itm_saracen_helmet_d|Elmo Sarranide
itm_saracen_helmet_d_pl|Elmo Sarranide
itm_saracen_helmet_e|Elmo Sarranide
itm_saracen_helmet_e_pl|Elmo Sarranide
itm_saracen_helmet_f|Elmo Sarranide
itm_saracen_helmet_f_pl|Elmo Sarranide
itm_simple_iberian_helmet|Elmo Iberi Simples
itm_simple_iberian_helmet_pl|Elmo Iberi Simples
itm_simple_nasal_helmet|Elmo Nasal Simples
itm_simple_nasal_helmet_pl|Elmo Nasal Simples
itm_simple_phrygian_helmet|Elmo Frígio Simples
itm_simple_phrygian_helmet_pl|Elmo Frígio Simples
itm_southern_cerveliere|Cervelliere do Sul
itm_southern_cerveliere_pl|Cervelliere do Sul
itm_mitra|Mitra
itm_mitra_pl|Mitra
itm_greathelmwhat|Grande Elmo
itm_greathelmwhat_pl|Grande Elmo
itm_visored_salet|Capacete com Viseira
itm_visored_salet_pl|Capacete com Viseira
itm_visored_salet_coif|Capacete com Viseira sobre Coifa
itm_visored_salet_coif_pl|Capacete com Viseira sobre Coifa
itm_open_salet|Capacete Aberto
itm_open_salet_pl|Capacete Aberto
itm_open_salet_coif|Capacete Aberto sobre Coifa
itm_open_salet_coif_pl|Capacete Aberto sobre Coifa
itm_chapel_de_fer|Elmo de Ferro
itm_chapel_de_fer_pl|Elmo de Ferro
itm_combed_morion|Morrião Prensado
itm_combed_morion_pl|Morrião Prensado
itm_helmet_geroia|Morrião Geroiano
itm_helmet_geroia_pl|Morrião Geroiano
itm_helmet_papal|Morrião Papal
itm_helmet_papal_pl|Morrião Papal
